record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,wear_log_timestamp,wearlog_type,wearlog_event,wearlog_off,reason,wearlog_on,wearlog_bed,radius,wearlog_bag,wearlog_place,wearlog_motion,wearlog_past,wearlog_bp,wearlog_past_off,wearlog_past_on,wearlog_past_sleep,radius_past_time,radius_past,radius_past_back,wearlog_past_bag,wearlog_past_location,wearlog_past_motion,uuid,startdate,enddate,scheduledate,status,supplementaldata,serializedresult,wear_log_complete
4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,wear_log,1,,,,,0,1,,,"2024-10-29 06:10",,,,,,,,,,,,,,,,,E69337A0-95BD-11EF-B496-B95DDA53FAC5,"2024-10-29 06:20:32","2024-10-29 06:21:42",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-29 06:21:42"",    ""utcTime"": ""2024-10-29 06:20:32.154592Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""1"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""15""  }",result.zip,0
4,wear_log,2,,,,,0,0,"2024-10-29 23:10",2,,,,1,,0,,,,,,,,,,,,91687E40-964C-11EF-93DF-754BFDE71E41,"2024-10-29 23:21:47","2024-10-29 23:22:56",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-29 23:22:56"",    ""utcTime"": ""2024-10-29 23:21:47.300181Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""1"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""29""  }",result.zip,0
4,wear_log,3,,,,,0,1,,,"2024-10-30 06:37",,,,,,,,,,,,,,,,,69448980-9689-11EF-AA97-3DBF9DDF21F5,"2024-10-30 06:37:19","2024-10-30 06:38:08",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-30 06:38:09"",    ""utcTime"": ""2024-10-30 06:37:19.256208Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""1"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""15""  }",result.zip,0
4,wear_log,4,,,,,0,1,,,"2024-10-30 08:00",,,,,,,,,,,,,,,,,F2600540-9694-11EF-AA97-3DBF9DDF21F5,"2024-10-30 07:59:53","2024-10-30 08:00:23",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-30 08:00:23"",    ""utcTime"": ""2024-10-30 07:59:53.747855Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""1"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""15""  }",result.zip,0
4,wear_log,5,,,,,1,,,,,,,,,,0,1,"2024-10-30 07:20",,,,,,1,,0,41F8D050-969A-11EF-AA97-3DBF9DDF21F5,"2024-10-30 08:37:54","2024-10-30 08:38:52",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-30 08:38:52"",    ""utcTime"": ""2024-10-30 08:37:54.773589Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""1"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""29""  }",result.zip,0
4,wear_log,6,,,,,0,0,"2024-10-30 23:00",4,,,,1,,0,,,,,,,,,,,,C7F4CF10-9712-11EF-936B-6DCA5906C4E3,"2024-10-30 23:00:39","2024-10-30 23:01:51",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-30 23:01:51"",    ""utcTime"": ""2024-10-30 23:00:39.169049Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""1"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""29""  }",result.zip,0
4,wear_log,7,,,,,0,1,,,"2024-10-31 08:07",,,,,,,,,,,,,,,,,2388F440-975F-11EF-A9FD-695FA6DF7385,"2024-10-31 08:07:14","2024-10-31 08:07:31",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-31 08:07:32"",    ""utcTime"": ""2024-10-31 08:07:14.564031Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""1"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""15""  }",result.zip,0
4,wear_log,8,,,,,0,0,"2024-10-31 18:43",2,,,,1,,0,,,,,,,,,,,,E71AFE50-97B7-11EF-8698-61A88E5A6DF2,"2024-10-31 18:42:38","2024-10-31 18:43:41",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-31 18:43:42"",    ""utcTime"": ""2024-10-31 18:42:38.388964Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""1"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""29""  }",result.zip,0
4,wear_log,9,,,,,0,1,,,"2024-10-31 19:19",,,,,,,,,,,,,,,,,16CECF00-97BD-11EF-8698-61A88E5A6DF2,"2024-10-31 19:19:45","2024-10-31 19:20:01",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-31 19:20:01"",    ""utcTime"": ""2024-10-31 19:19:45.904624Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""1"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""15""  }",result.zip,0
